"NAV Sektions-ID","Level 1","Level 2","Level 3","Ist aktiv","Name","Adresse","Zusätzliche Adresszeile","Ort","PLZ","Kanton","Telefonnummer","Haupt-E-Mail","Homepage Jugend","Hat JO","Gründungsjahr","Mit Freigabeprozess","Austritt nur durch Sektion","Sprache","Sektionsbeitrag Mitgliedschaft Einzel","Sektionsbeitrag Mitgliedschaft Familie","Sektionsbeitrag Mitgliedschaft Jugend","Eintrittsgebühr Mitgliedschaft Einzel","Eintrittsgebühr Mitgliedschaft Familie","Eintrittsgebühr Mitgliedschaft Jugend","Porto Ausland Sektionsbulletin","Zentralverbandsgebührenerlass für Ehrenmitglieder","Sektionsgebührenerlass für Ehrenmitglieder","Zentralverbandsgebührenerlass für Begünstigte","Sektionsgebührenerlass für Begünstigte","Reduktionsbetrag Mitgliedsjahre/Alter","Reduktion ab Mitgliedsjahren","Reduktion ab Altersjahren"
"00003400","00001000","00003400",,"1","3400 CAS Bellinzona e Valli","del Club Alpino Svizzero CAS","C.P. 1282","Bellinzona","6500","TI",,"cas-bellinzona-e-valli@example.ch","https://cas-bellinzona-e-valli.ch","1","1904","1","1","italienisch","32.00000000000000000000","45.00000000000000000000","0.00000000000000000000","3.00000000000000000000","5.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","0","0","22.00000000000000000000","40","0"
"00003450","00001000","00003450",,"1","3450 SAC Lindenberg","Postfach",,"Wohlen AG","5610","AG",,"sac-lindenberg@example.ch","https://sac-lindenberg.ch","1","1894","1","1","deutsch","40.00000000000000000000","72.00000000000000000000","25.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","0","0","40.00000000000000000000","40","0"
"00003500","00001000","00003500",,"1","3500 CAS Locarno","Casella postale 1006",,"Locarno 1","6601","TI",,"cas-locarno@example.ch","https://cas-locarno.ch","1","1920","1","1","italienisch","22.00000000000000000000","39.00000000000000000000","5.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","0","22.00000000000000000000","50","0"
"00003550","00001000","00003550",,"1","3550 SAC Manegg","Postfach",,"Zürich","8001","ZH",,"sac-manegg@example.ch","https://sac-manegg.ch","1","1970","1","1","deutsch","47.00000000000000000000","84.00000000000000000000","0.00000000000000000000","20.00000000000000000000","20.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","1","47.00000000000000000000","50","0"
"00003600","00001000","00003600",,"1","3600 CAS Moléson","Section Moléson",,"Fribourg","1700","FR",,"cas-molson@example.ch","https://cas-molson.ch","1","1871","1","1","französisch","60.00000000000000000000","95.00000000000000000000","30.00000000000000000000","20.00000000000000000000","30.00000000000000000000","10.00000000000000000000","0.00000000000000000000","0","1","0","1","0.00000000000000000000","0","0"
"00003650","00001000","00003650",,"1","3650 CAS Montana-Vermala","Promenade du Clos 5",,"Sierre","3960","VS",,"cas-montanavermala@example.ch","https://cas-montanavermala.ch","1","1920","1","1","französisch","35.00000000000000000000","54.00000000000000000000","10.00000000000000000000","50.00000000000000000000","80.00000000000000000000","0.00000000000000000000","5.00000000000000000000","0","0","0","1","0.00000000000000000000","0","0"
"00003700","00001000","00003700",,"1","3700 CAS Monte Rosa","Case postale",,"Sion","1950","VS",,,,"1","1865","0","0","französisch","39.00000000000000000000","62.00000000000000000000","17.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","39.00000000000000000000","40","0"
"00003701","00001000","00003701","00003700","1","3701 CAS Monte Rosa Monthey","Groupe de Monthey",,"Monthey","1870","VS","0041","cas-monte-rosa-monthey@example.ch","https://www.cas-monte-rosa-monthey.ch?we=are&magic=1","1","1921","1","1","französisch","39.00000000000000000000","62.00000000000000000000","17.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","39.00000000000000000000","40","0"
"00003702","00001000","00003702","00003700","1","3702 CAS Monte Rosa St-Maurice","Case postale",,"St-Maurice","1890","VS",,,,"1","1922","1","1","französisch","39.00000000000000000000","62.00000000000000000000","17.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","39.00000000000000000000","40","0"
"00003703","00001000","00003703","00003700","1","3703 CAS Monte Rosa Martigny","Case Postale 142",,"Martigny","1920","VS",,"cas-monte-rosa-martigny@example.ch","https://cas-monte-rosa-martigny.ch","1","1919","1","1","französisch","39.00000000000000000000","62.00000000000000000000","17.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","39.00000000000000000000","40","0"
"00003704","00001000","00003704","00003700","1","3704 CAS Monte Rosa Sion","Case postale",,"Sion","1950","VS","0041","cas-monte-rosa-sion@example.ch","https://cas-monte-rosa-sion.ch","1","1919","1","1","französisch","39.00000000000000000000","62.00000000000000000000","17.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","39.00000000000000000000","40","0"
"00003705","00001000","00003705","00003700","1","3705 CAS Monte Rosa Sierre","Case postale 222",,"Sierre","3960","VS",,"cas-monte-rosa-sierre@example.ch","https://cas-monte-rosa-sierre.ch","1","1918","1","1","französisch","39.00000000000000000000","62.00000000000000000000","17.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","39.00000000000000000000","40","0"
"00003706","00001000","00003706","00003700","1","3706 SAC Monte Rosa Visp","St. Jodernstrasse 12",,"Visp","3930","VS",,"sac-monte-rosa-visp@example.ch","https://sac-monte-rosa-visp.ch","1","1945","1","1","deutsch","39.00000000000000000000","62.00000000000000000000","17.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","39.00000000000000000000","40","0"
"00003707","00001000","00003707","00003700","1","3707 SAC Monte Rosa St.Niklaus","Mürini 10",,"Zermatt","3920","VS",,"sac-monte-rosa-stniklaus@example.ch","https://sac-monte-rosa-stniklaus.ch","1","1970","0","0","deutsch","39.00000000000000000000","62.00000000000000000000","17.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","39.00000000000000000000","40","0"
"00003708","00001000","00003708","00003700","1","3708 SAC Monte Rosa Brig","Postfach",,"Naters","3904","VS",,"sac-monte-rosa-brig@example.ch","https://sac-monte-rosa-brig.ch","1","1917","1","1","deutsch","39.00000000000000000000","62.00000000000000000000","17.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","39.00000000000000000000","40","0"
"00003730","00001000","00003730",,"0","3730 CAS Mont-Soleil",,,"St-Imier","2610","BE",,"cas-montsoleil@example.ch","https://cas-montsoleil.ch","0","1926","0","0","französisch","32.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","1","1","32.00000000000000000000","50","0"
"00003750","00001000","00003750",,"1","3750 CAS Montreux","Case Postale 1122",,"Montreux","1820","VD",,"cas-montreux@example.ch","https://cas-montreux.ch","1","1907","1","1","französisch","55.00000000000000000000","102.00000000000000000000","20.00000000000000000000","10.00000000000000000000","10.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","0","0","30.00000000000000000000","50","0"
"00003800","00001000","00003800",,"1","3800 SAC Mythen","Weid 74 ",,"Muotathal","6436","SZ",,"sac-mythen@example.ch","https://sac-mythen.ch","1","1877","1","1","deutsch","25.00000000000000000000","50.00000000000000000000","10.00000000000000000000","10.00000000000000000000","20.00000000000000000000","10.00000000000000000000","10.00000000000000000000","1","1","0","1","25.00000000000000000000","40","0"
"00003850","00001000","00003850",,"1","3850 CAS Neuchâteloise","Case postale",,"Neuchâtel","2000","NE",,"cas-neuchteloise@example.ch","https://cas-neuchteloise.ch","1","1876","1","1","französisch","46.00000000000000000000","90.00000000000000000000","25.00000000000000000000","10.00000000000000000000","20.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","1","1","46.00000000000000000000","49","0"
"00003900","00001000","00003900",,"1","3900 SAC Niesen","Postfach",,"Spiez","3700","BE",,"sac-niesen@example.ch","https://sac-niesen.ch","1","1947","0","1","deutsch","25.00000000000000000000","50.00000000000000000000","25.00000000000000000000","10.00000000000000000000","10.00000000000000000000","0.00000000000000000000","10.00000000000000000000","1","1","1","1","25.00000000000000000000","60","0"
"00003950","00001000","00003950",,"1","3950 SAC Oberaargau","Postfach",,"Langenthal","4900","BE",,"sac-oberaargau@example.ch","https://sac-oberaargau.ch","1","1881","1","1","deutsch","56.00000000000000000000","116.00000000000000000000","46.00000000000000000000","40.00000000000000000000","60.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","0","0","30.00000000000000000000","50","0"
"00003951","00001000","00003951","00003950","1","3951 SAC Oberaargau","Postfach",,"Langenthal","4900","SO",,"sac-oberaargau@example.ch","https://sac-oberaargau.ch","0","1881","1","1","deutsch","56.00000000000000000000","116.00000000000000000000","46.00000000000000000000","20.00000000000000000000","30.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","0","0","30.00000000000000000000","50","0"
"00003952","00001000","00003952","00003950","0","3952 SAC O'aargau H'buchsWang.","Schachenstrasse 16",,"Wangen an der Aare","3380","BE",,"sac-oaargau-hbuchswang@example.ch","https://sac-oaargau-hbuchswang.ch","0","1881","0","0","deutsch","50.00000000000000000000","108.00000000000000000000","35.00000000000000000000","20.00000000000000000000","30.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","0","0","29.00000000000000000000","50","0"
"00003953","00001000","00003953","00003950","0","3953 Oberaargau Herzogenbuchs","Schachenstrasse 16",,"Wangen an der Aare","3380","BE",,"oberaargau-herzogenbuchs@example.ch","https://oberaargau-herzogenbuchs.ch","0","1881","0","0","deutsch","50.00000000000000000000","108.00000000000000000000","35.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","0","0","29.00000000000000000000","50","0"
"00003954","00001000","00003954","00003950","0","3954 SAC Oberaargau Langenthal",,,"Wangen an der Aare","4705","BE",,"sac-oberaargau-langenthal@example.ch","https://sac-oberaargau-langenthal.ch","0","1881","0","0","deutsch","50.00000000000000000000","108.00000000000000000000","35.00000000000000000000","20.00000000000000000000","30.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","0","0","29.00000000000000000000","50","0"
"00004000","00001000","00004000",,"1","4000 SAC Oberhasli","Lengenacherstrasse 14",,"Meiringen","3860","BE",,"sac-oberhasli@example.ch","https://sac-oberhasli.ch","1","1904","1","1","deutsch","32.00000000000000000000","64.00000000000000000000","40.00000000000000000000","20.00000000000000000000","20.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","1","1","27.00000000000000000000","40","0"
"00004050","00001000","00004050",,"1","4050 SAC Oldenhorn","Postfach",,"Gstaad","3780","BE",,"sac-oldenhorn@example.ch","https://sac-oldenhorn.ch","1","1920","0","0","deutsch","31.00000000000000000000","111.00000000000000000000","22.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","1","31.00000000000000000000","40","0"
"00004100","00001000","00004100",,"1","4100 SAC Olten","Postfach",,"Trimbach","4632","SO",,"sac-olten@example.ch","https://sac-olten.ch","1","1908","1","1","deutsch","40.00000000000000000000","80.00000000000000000000","25.00000000000000000000","20.00000000000000000000","40.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0","1","0","0","25.00000000000000000000","50","0"
"00004150","00001000","00004150",,"1","4150 SAC Pfannenstiel","Postfach",,"Meilen","8706","ZH",,"sac-pfannenstiel@example.ch","https://sac-pfannenstiel.ch","1","1909","0","0","deutsch","55.00000000000000000000","100.00000000000000000000","20.00000000000000000000","5.00000000000000000000","10.00000000000000000000","0.00000000000000000000","10.00000000000000000000","1","1","1","1","27.50000000000000000000","40","0"
"00004200","00001000","00004200",,"1","4200 CAS Pierre-Pertuis","Case postale",,"Tavannes","2710","BE",,"cas-pierrepertuis@example.ch","https://cas-pierrepertuis.ch","1","1924","1","1","französisch","36.00000000000000000000","76.00000000000000000000","22.00000000000000000000","20.00000000000000000000","30.00000000000000000000","0.00000000000000000000","10.00000000000000000000","1","1","0","0","36.00000000000000000000","50","0"
"00004250","00001000","00004250",,"1","4250 SAC Pilatus","Postfach 7844",,"Luzern 7","6000","LU",,"sac-pilatus@example.ch","https://sac-pilatus.ch","1","1864","1","1","deutsch","67.00000000000000000000","123.00000000000000000000","24.00000000000000000000","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","67.00000000000000000000","52","0"
"00004251","00001000","00004251","00004250","1","4251 SAC Pilatus Surental","Nisiheim",,"Oberkirch LU","6208","LU",,"sac-pilatus-surental@example.ch","https://sac-pilatus-surental.ch","1","1927","1","1","deutsch","67.00000000000000000000","123.00000000000000000000","24.00000000000000000000","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","67.00000000000000000000","52","0"
"00004252","00001000","00004252","00004250","1","4252 SAC Pilatus Napf","Chirbelmatt 11",,"Willisau","6130","LU",,"sac-pilatus-napf@example.ch","https://sac-pilatus-napf.ch","1","1930","1","1","deutsch","67.00000000000000000000","123.00000000000000000000","24.00000000000000000000","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","67.00000000000000000000","52","0"
"00004253","00001000","00004253","00004250","1","4253 SAC Pilatus Hochdorf","Peter-Halterweg 15",,"Hochdorf","6280","LU",,"sac-pilatus-hochdorf@example.ch","https://sac-pilatus-hochdorf.ch","1","1932","1","1","deutsch","77.00000000000000000000","143.00000000000000000000","24.00000000000000000000","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","77.00000000000000000000","52","0"
"00004254","00001000","00004254","00004250","1","4254 SAC Pilatus Rigi","Chlösterlistrasse 57",,"Küssnacht am Rigi","6403","SZ",,"sac-pilatus-rigi@example.ch","https://sac-pilatus-rigi.ch","0","1944","1","1","deutsch","67.00000000000000000000","123.00000000000000000000","24.00000000000000000000","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","67.00000000000000000000","52","0"
"00004300","00001000","00004300",,"1","4300 SAC Piz Lucendro","Sektion Piz Lucendro",,"Andermatt","6490","UR",,"sac-piz-lucendro@example.ch","https://sac-piz-lucendro.ch","1","1920","1","1","deutsch","26.00000000000000000000","60.00000000000000000000","10.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","1","26.00000000000000000000","50","0"
"00004350","00001000","00004350",,"1","4350 SAC Piz Sol","Postfach",,"Walenstadt","8880","SG",,"sac-piz-sol@example.ch","https://sac-piz-sol.ch","1","1873","1","0","deutsch","50.00000000000000000000","100.00000000000000000000","30.00000000000000000000","20.00000000000000000000","30.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","1","1","50.00000000000000000000","52","0"
"00004400","00001000","00004400",,"1","4400 SAC Piz Terri","Postfach",,"Ilanz","7130","GR",,"sac-piz-terri@example.ch","https://sac-piz-terri.ch","1","1898","1","1","deutsch","55.00000000000000000000","90.00000000000000000000","25.00000000000000000000","20.00000000000000000000","20.00000000000000000000","20.00000000000000000000","10.00000000000000000000","1","1","1","1","55.00000000000000000000","50","0"
"00004450","00001000","00004450",,"1","4450 SAC Prättigau","Postfach",,"Klosters","7250","GR",,"sac-prttigau@example.ch","https://sac-prttigau.ch","1","1890","1","1","deutsch","30.00000000000000000000","55.00000000000000000000","25.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","10.00000000000000000000","1","1","1","1","0.00000000000000000000","0","0"
"00004451","00001000","00004451","00004450","1","4451 SAC Prättigau Baslerkam.","Postfach",,"Basel","4000","BS",,"sac-prttigau-baslerkam@example.ch","https://sac-prttigau-baslerkam.ch","0","1920","1","1","deutsch","28.00000000000000000000","40.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0","0","0","0","28.00000000000000000000","40","0"
"00004500","00001000","00004500",,"1","4500 CAS Prévôtoise","Case postale",,"Malleray-Bévilard","2735","BE",,"cas-prvtoise@example.ch","https://cas-prvtoise.ch","1","1916","1","0","französisch","40.00000000000000000000","70.00000000000000000000","20.00000000000000000000","10.00000000000000000000","10.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","1","20.00000000000000000000","40","0"
"00004530","00001000","00004530",,"0","4530 CAS Raimeux","Case postale",,"Delémont","2800","JU",,"cas-raimeux@example.ch","https://cas-raimeux.ch","0","1958","0","0","französisch","23.00000000000000000000","23.00000000000000000000","23.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0","0","0","0","23.00000000000000000000","50","0"
"00004550","00001000","00004550",,"1","4550 SAC Randen","SAC Sektion Randen",,"Schaffhausen","8200","SH",,"sac-randen@example.ch","https://sac-randen.ch","1","1886","1","1","deutsch","48.00000000000000000000","82.00000000000000000000","25.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","5.00000000000000000000","0","1","0","1","48.00000000000000000000","50","0"
"00004600","00001000","00004600",,"1","4600 SAC Rätia","Postfach",,"Chur","7000","GR",,"sac-rtia@example.ch","https://sac-rtia.ch","1","1864","1","1","deutsch","70.00000000000000000000","95.00000000000000000000","27.50000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0","1","1","1","50.00000000000000000000","40","0"
"00004650","00001000","00004650",,"1","4650 SAC Rhein","Staatsstrasse 107a",,"Oberriet SG","9463","SG",,"sac-rhein@example.ch","https://sac-rhein.ch","1","1907","1","1","deutsch","30.00000000000000000000","60.00000000000000000000","30.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","0","30.00000000000000000000","40","0"
"00004680","00001000","00004680",,"1","4680 SAC Rinsberg","Schweizerischer Alpen Club",,"Bülach","8180","ZH",,"sac-rinsberg@example.ch","https://sac-rinsberg.ch","1","1981","1","1","deutsch","40.00000000000000000000","106.00000000000000000000","45.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","0","40.00000000000000000000","40","0"
"00004700","00001000","00004700",,"1","4700 SAC Rorschach","Postfach",,"Rorschach","9400","SG",,"sac-rorschach@example.ch","https://sac-rorschach.ch","1","1899","1","1","deutsch","45.00000000000000000000","104.00000000000000000000","35.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","5.00000000000000000000","0","1","0","0","45.00000000000000000000","50","0"
"00004750","00001000","00004750",,"1","4750 SAC Rossberg","SAC Rossberg",,"Zug","6300","ZG",,"sac-rossberg@example.ch","https://sac-rossberg.ch","1","1881","1","1","deutsch","62.00000000000000000000","97.00000000000000000000","20.00000000000000000000","10.00000000000000000000","20.00000000000000000000","0.00000000000000000000","10.00000000000000000000","1","1","0","1","0.00000000000000000000","0","0"
"00004780","00001000","00004780",,"1","4780 SAC Saas","Bodmenstrasse 39",,"Saas-Grund","3910","VS",,"sac-saas@example.ch","https://sac-saas.ch","1","1989","1","1","deutsch","33.00000000000000000000","51.00000000000000000000","31.00000000000000000000","10.00000000000000000000","20.00000000000000000000","0.00000000000000000000","5.00000000000000000000","0","1","0","0","0.00000000000000000000","0","0"
"00004800","00001000","00004800",,"1","4800 SAC Säntis","Postfach",,"Herisau","9100","AR",,"sac-sntis@example.ch","https://sac-sntis.ch","1","1869","1","1","deutsch","35.00000000000000000000","70.00000000000000000000","25.00000000000000000000","20.00000000000000000000","20.00000000000000000000","20.00000000000000000000","7.00000000000000000000","1","1","0","0","35.00000000000000000000","50","0"
"00004850","00001000","00004850",,"1","4850 SAC Seeland","Postfach",,"Lyss","3250","BE",,"sac-seeland@example.ch","https://sac-seeland.ch","1","1947","1","1","deutsch","42.00000000000000000000","74.00000000000000000000","34.00000000000000000000","5.00000000000000000000","5.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0","1","0","0","42.00000000000000000000","50","0"
"00004851","00001000","00004851","00004850","0","4851 SAC Seeland Erlach","Postfach",,"Lyss","3250","BE",,"sac-seeland-erlach@example.ch","https://sac-seeland-erlach.ch","0","1947","1","1","deutsch","42.00000000000000000000","74.00000000000000000000","34.00000000000000000000","5.00000000000000000000","5.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0","1","0","0","42.00000000000000000000","50","0"
"00004900","00001000","00004900",,"1","4900 CAS Sommartel","Case postale 745",,"Le Locle","2400","NE",,,"https://cas-sommartel.ch","1","1893","1","1","französisch","46.00000000000000000000","76.00000000000000000000","35.00000000000000000000","65.00000000000000000000","65.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","1","46.00000000000000000000","50","0"
"00004950","00001000","00004950",,"1","4950 SAC St. Gallen","Postfach",,"St. Gallen 1","9001","SG",,"sac-stgallen@example.ch","https://sac-stgallen.ch","1","1863","1","1","deutsch","67.00000000000000000000","122.00000000000000000000","35.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","1","67.00000000000000000000","46","0"
"00005000","00001000","00005000",,"1","5000 SAC Stockhorn","Postfach",,"Steffisburg 1","3612","BE",,"sac-stockhorn@example.ch","https://sac-stockhorn.ch","0","1967","0","0","deutsch","42.00000000000000000000","74.00000000000000000000","20.00000000000000000000","5.00000000000000000000","10.00000000000000000000","0.00000000000000000000","5.00000000000000000000","0","1","0","1","34.00000000000000000000","43","0"
"00005050","00001000","00005050",,"1","5050 SAC Thurgau","Niederwil 6",,"Frauenfeld","8500","TG",,"sac-thurgau@example.ch","https://sac-thurgau.ch","1","1897","1","1","deutsch","56.00000000000000000000","112.00000000000000000000","21.00000000000000000000","5.00000000000000000000","5.00000000000000000000","0.00000000000000000000","5.00000000000000000000","0","1","0","1","56.00000000000000000000","50","0"
"00005100","00001000","00005100",,"1","5100 CAS Ticino","C.P. 4612",,"Lugano 4 Molino","6904","TI",,"cas-ticino@example.ch","https://cas-ticino.ch","1","1886","1","1","italienisch","30.00000000000000000000","69.00000000000000000000","20.00000000000000000000","10.00000000000000000000","20.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","0","30.00000000000000000000","60","0"
"00005150","00001000","00005150",,"1","5150 SAC Titlis","Postfach 989",,"Stans","6370","NW",,"sac-titlis@example.ch","https://sac-titlis.ch","1","1877","1","1","deutsch","40.00000000000000000000","74.00000000000000000000","20.00000000000000000000","15.00000000000000000000","15.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","1","1","0.00000000000000000000","0","0"
"00005200","00001000","00005200",,"1","5200 SAC Tödi","Postfach 701",,"Glarus","8750","GL",,"sac-tdi@example.ch","https://sac-tdi.ch","1","1863","1","1","deutsch","42.00000000000000000000","84.00000000000000000000","25.00000000000000000000","2.00000000000000000000","2.00000000000000000000","2.00000000000000000000","5.00000000000000000000","1","1","0","1","0.00000000000000000000","0","0"
"00005250","00001000","00005250",,"1","5250 SAC Toggenburg","Postfach",,"Mogelsberg","9122","SG",,"sac-toggenburg@example.ch","https://sac-toggenburg.ch","1","1870","1","1","deutsch","35.00000000000000000000","46.00000000000000000000","20.00000000000000000000","25.00000000000000000000","25.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","1","1","29.00000000000000000000","50","0"
"00005300","00001000","00005300",,"1","5300 SAC Uto","Stampfenbachstrasse 57",,"Zürich","8006","ZH","079 999 99 99","sac-uto@example.ch","https://sac-uto.ch","1","1863","1","1","deutsch","65.00000000000000000000","110.00000000000000000000","42.00000000000000000000","65.00000000000000000000","110.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","40.00000000000000000000","50","0"
"00005350","00001000","00005350",,"1","5350 SAC Uzwil","Lochweidstrasse 35",,"Henau","9247","SG",,"sac-uzwil@example.ch","https://sac-uzwil.ch","1","1920","1","1","deutsch","35.00000000000000000000","92.00000000000000000000","20.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","0","35.00000000000000000000","40","0"
"00005400","00001000","00005400",,"1","5400 CAS Val-De-Joux","Chemin de la Roche du Ciel 10",,"St-George","1188","VD",,"cas-valdejoux@example.ch","https://cas-valdejoux.ch","0","1923","0","0","französisch","50.00000000000000000000","80.00000000000000000000","30.00000000000000000000","5.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","0","0","0","0","0.00000000000000000000","0","0"
"00005401","00001000","00005401","00005400","1","5401 CAS Val-De-Joux dames","Grands Prés A",,"Oron-la-Ville","1610","VD",,,"https://cas-valdejoux-dames.ch","0","1990","0","0","französisch","25.00000000000000000000","40.00000000000000000000","15.00000000000000000000","5.00000000000000000000","10.00000000000000000000","15.00000000000000000000","0.00000000000000000000","0","0","0","0","0.00000000000000000000","0","0"
"00005450","00001000","00005450",,"1","5450 SAC Weissenstein","Postfach",,"Solothurn","4500","SO",,"sac-weissenstein@example.ch","https://sac-weissenstein.ch","1","1886","1","1","deutsch","58.00000000000000000000","77.00000000000000000000","14.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","1","38.00000000000000000000","40","0"
"00005500","00001000","00005500",,"1","5500 SAC Wildhorn","Sektion Wildhorn",,"Zweisimmen","3770","BE",,"sac-wildhorn@example.ch","https://sac-wildhorn.ch","1","1920","1","1","deutsch","32.00000000000000000000","64.00000000000000000000","22.00000000000000000000","20.00000000000000000000","30.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","1","1","32.00000000000000000000","50","0"
"00005550","00001000","00005550",,"1","5550 SAC Wildstrubel","Postfach",,"Adelboden","3715","BE",,"sac-wildstrubel@example.ch","https://sac-wildstrubel.ch","1","1919","1","1","deutsch","32.00000000000000000000","79.00000000000000000000","27.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0","1","0","0","32.00000000000000000000","65","0"
"00005600","00001000","00005600",,"1","5600 SAC Winterthur","Postfach",,"Winterthur","8400","ZH",,"sac-winterthur@example.ch","https://sac-winterthur.ch","1","1879","1","1","deutsch","55.00000000000000000000","110.00000000000000000000","30.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","1","1","55.00000000000000000000","40","0"
"00005650","00001000","00005650",,"1","5650 CAS Yverdon","Rue du Collège 7","Case postale 73","Yverdon","1401","VD",,"cas-yverdon@example.ch","https://cas-yverdon.ch","1","1917","1","1","französisch","60.00000000000000000000","112.00000000000000000000","40.00000000000000000000","40.00000000000000000000","40.00000000000000000000","0.00000000000000000000","0.00000000000000000000","1","1","0","1","40.00000000000000000000","40","0"
"00005700","00001000","00005700",,"1","5700 SAC Zermatt","Postfach 130",,"Zermatt","3920","VS",,"sac-zermatt@example.ch","https://sac-zermatt.ch","1","1975","1","0","deutsch","23.00000000000000000000","46.00000000000000000000","20.00000000000000000000","10.00000000000000000000","20.00000000000000000000","0.00000000000000000000","10.00000000000000000000","1","1","0","0","23.00000000000000000000","40","0"
"00005750","00001000","00005750",,"1","5750 SAC Zimmerberg","Postfach",,"Horgen","8810","ZH",,"sac-zimmerberg@example.ch","https://sac-zimmerberg.ch","1","1922","1","1","deutsch","65.00000000000000000000","110.00000000000000000000","20.00000000000000000000","10.00000000000000000000","10.00000000000000000000","0.00000000000000000000","5.00000000000000000000","1","1","1","1","65.00000000000000000000","50","0"
